## SimStadt DIN18599 Monthly Energy Balance
#
# Weather data source;PVGIS v5_1 - SARAH - From 2005 to 2016 hourly interpolated with Insel
# Location;N52_6__E13_4
# Coordinate reference system;EPSG:25833
# Latitude;52,53;°
# Longitude;13,31;°
# Radiation model;pvgis_SARAH_2005_2016_Hay
# Calculation Mode;HEATING
# Consumer behaviour;IWU_NUTZUNG
#
# Building physics library;German Building Typology Library IWU (http://www.iwu.de)
# Building usage library;Building Usage Library (based on UsageLibrary.xlsx, sheet: Germany)
# Has custom building usage codes?;false
#
# SimStadt version;0.10.0-SNAPSHOT (master, rev. 6d7c707, 20230828)
# Created at;2024/08/08 15:59:15
# Cache version;7
#
GMLId;ParentGMLId;Latitude;Longitude;X-coordinate;Y-coordinate;LOD;Year of construction;Year of refurbishment;Refurbishment Variant;ALKIS code;PrimaryUsageZoneType;PrimaryUsageZoneArea;SecondaryUsageZoneType;SecondaryUsageZoneArea;BuildingType;Footprint area;Total wall thermal area above ground;Total wall thermal area below ground;Total outwall area;Total sharedwall area;Total roof area;Gross volume;Is Gross volume approximated?;Heated volume;Ridge/mean Height;Eaves/mean Height;Storey number;Average Storey Height;Number of households;Number of occupants;Attic Heating;Basement Heating;Basement ceiling height above ground;Surface area to volume ratio;Heated area;Mean Uvalue;Specific domestic hot water demand;Specific space heating demand;Total Yearly Heat+DHW demand;January Heating Demand;February Heating Demand;March Heating Demand;April Heating Demand;May Heating Demand;June Heating Demand;July Heating Demand;August Heating Demand;September Heating Demand;October Heating Demand;November Heating Demand;December Heating Demand
DEBE3DALveifqjjr;DEBE3D04YY500002eT;52,52906;13,30615;385096,64;5821232,12;LOD2;1905;;Original;1022;health care;281,3;none;0,0;HH;35,4;364,0;0,0;381,3;122,1;35,4;910,6;false;879,0;25,9;25,89;10;2,5;0;0;NO_ROOM;NOT_HEATED;0,9;0,491;281,3;1,59;155,5;224,8;106973;13477;11221;8817;3261;568;2;0;0;495;4549;8837;11998
UUID_72b91406-0784-46b6-8563-0414a46e0fab;DEBE3D04YY50000RcL;52,53069;13,30587;385081,66;5821413,96;LOD2;1905;;Original;1010;residential;2304,4;none;0,0;HH;256,4;1606,3;0,0;1606,4;11,0;260,9;6589,2;false;6391,5;26,5;24,97;10;2,5;42;62;NOT_HEATED;NO_ROOM;0,0;0,322;2304,4;1,49;15,8;84,7;231733;44606;36003;25730;6454;508;2;0;0;531;12580;28859;39959
DEBE3D04YY50000OcC;;52,52741;13,31349;385589,93;5821037,41;LOD2;1900;;Original;2120;industry;421,7;none;0,0;RH;263,8;296,2;0,0;296,2;42,2;265,7;1160,9;false;1160,9;5,0;4,96;2;2,5;0;0;NO_ROOM;NO_ROOM;0,0;0,711;421,7;1,13;32,9;66,6;41937;7611;5940;3373;214;0;0;0;0;0;642;3881;6420
DEBE3DBpY0xgLB3u;DEBE3D04YY500002eT;52,52899;13,30609;385092,06;5821225,24;LOD2;1905;;Original;1022;health care;454,1;none;0,0;HH;54,7;304,2;0,0;320,6;0,0;70,3;1473,7;true;1419,0;26,9;21,51;10;2,6;0;0;HEATED;NOT_HEATED;1,0;0,300;454,1;1,53;155,5;169,3;147491;16303;13530;10676;4187;933;27;0;2;722;5390;10610;14488
DEBE3D04YY50000I3M;;52,52938;13,30613;385095,68;5821268,37;LOD2;1905;;Original;1010;residential;3294,1;none;0,0;MFH;686,3;2746,0;0,0;2837,4;156,2;686,3;10633,1;false;10294,0;15,5;15,49;5;3,0;41;71;NO_ROOM;NOT_HEATED;0,5;0,396;3294,1;1,75;15,8;123,8;460092;93004;75621;54464;13067;618;0;0;0;612;26691;60508;83329
DEBE3D04YY50000L9h;;52,52940;13,30493;385014,76;5821271,87;LOD2;1905;;Original;1010;residential;2770,6;none;0,0;MFH;636,6;1814,3;0,0;1868,3;0,0;765,4;8856,8;false;8658,1;15,3;12,01;5;3,0;35;60;HEATED;NOT_HEATED;0,3;0,369;2770,6;1,88;15,8;124,9;389919;79319;64315;45769;9963;400;0;0;0;468;22874;51793;71133
DEBE3DGyS6UnYPbk;DEBE3D04YY50000O01;52,53027;13,30534;385044,70;5821368,46;LOD2;1905;;Original;1010;residential;1376,2;none;0,0;GMH;802,0;2146,2;0,0;2430,9;0,0;968,9;4953,4;false;4300,6;17,6;13,89;6;2,8;22;32;HEATED;NOT_HEATED;0,8;0,817;1376,2;1,80;15,8;223,5;329424;75717;59684;37930;5783;43;0;0;0;7;14922;46267;67273
DEBE3D04YY500001CZ;;52,52840;13,31125;385440,73;5821150,91;LOD2;1900;;Original;1010;residential;218,8;none;0,0;EFH;140,0;218,0;0,0;218,0;0,0;142,4;526,7;false;526,7;4,4;4,39;2;2,2;1;3;NO_ROOM;NO_ROOM;0,0;0,950;218,8;1,22;15,8;159,8;38432;7640;6317;4899;1613;119;0;0;0;90;2459;5013;6817
DEBE3D04YY50000OKi;;52,52769;13,31305;385560,94;5821069,82;LOD2;1900;;Original;2143;non-heated;203,0;none;0,0;RH;218,0;192,0;0,0;255,9;59,5;218,0;852,2;false;634,3;3,9;3,91;1;2,9;0;0;NO_ROOM;NOT_HEATED;1,0;0,812;203,0;1,14;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBE3D04YY50000F8S;;52,52730;13,31380;385610,55;5821024,47;LOD2;1900;;Original;2120;industry;1285,2;none;0,0;RH;936,4;448,0;0,0;558,5;124,1;950,6;5346,0;false;4409,5;7,0;3,74;2;3,0;0;0;HEATED;NOT_HEATED;1,0;0,457;1285,2;1,45;32,9;80,5;145695;28233;21736;11918;659;0;0;0;0;0;2306;14589;24022
DEBE3D04YY500003sF;;52,52775;13,31346;385589,14;5821075,70;LOD2;1900;;Original;2143;non-heated;390,7;none;0,0;RH;243,2;287,1;0,0;287,1;52,1;245,1;1221,0;false;1221,0;5,7;5,69;2;2,8;0;0;NO_ROOM;NO_ROOM;0,0;0,635;390,7;1,15;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBE04YY50000RcL_01;DEBE3D04YY50000RcL;52,53030;13,30588;385081,59;5821370,49;LOD2;1905;;Original;1010;residential;3363,3;none;0,0;MFH;700,7;2899,3;0,0;2899,3;143,6;700,7;10930,7;false;10510,3;15,6;15,60;5;3,0;42;82;NO_ROOM;NOT_HEATED;0,6;0,393;3363,3;1,76;15,8;125,8;476219;96964;78619;56256;13018;599;0;0;0;574;27106;62884;86924
DEBE3DMzKRHcP8Sc;DEBE3D04YY50000O01;52,53054;13,30511;385030,05;5821398,93;LOD2;1905;;Original;1010;residential;377,3;none;0,0;GMH;67,1;345,2;0,0;369,9;0,0;82,7;1246,2;true;1179,1;18,4;15,01;6;2,9;6;13;HEATED;NOT_HEATED;1,0;0,416;377,3;1,88;15,8;128,4;54404;11540;9169;6115;1173;42;0;0;0;35;2710;7298;10347
DEBE3DPoHWOmvcnP;DEBE3D04YY50000Qwb;52,52916;13,30547;385050,75;5821245,30;LOD2;1905;;Original;1010;residential;165,5;none;0,0;MFH;36,6;97,2;0,0;97,3;0,0;36,6;517,1;false;517,1;14,1;14,15;5;2,8;2;4;NO_ROOM;NO_ROOM;0,0;0,329;165,5;1,56;15,8;99,5;19093;3733;3046;2221;506;21;0;0;0;29;1129;2449;3338
DEBE3DZ8ERvENpWm;DEBE3D04YY50000Ll0;52,52746;13,31304;385559,27;5821043,17;LOD2;1900;;Original;2143;non-heated;2832,4;none;0,0;RH;1017,5;998,6;0,0;1065,5;0,0;1017,5;9565,4;false;8851,1;9,4;9,40;3;2,9;0;0;NO_ROOM;NOT_HEATED;0,7;0,324;2832,4;1,17;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBE3D04YY50000LLG;;52,52749;13,31373;385606,57;5821045,49;LOD2;1900;;Original;2143;non-heated;158,2;none;0,0;RH;108,3;82,4;0,0;82,9;111,8;109,9;494,5;false;494,5;5,2;5,24;2;2,6;0;0;NO_ROOM;NO_ROOM;0,0;0,608;158,2;1,03;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBE3Dgk39wv1dZL;DEBE3D04YY500002eT;52,52897;13,30594;385082,18;5821223,00;LOD2;1905;;Original;1022;health care;871,0;none;0,0;HH;108,3;960,3;0,0;974,3;0,0;108,3;2830,2;false;2721,9;26,1;26,14;10;2,5;0;0;NO_ROOM;NOT_HEATED;1,0;0,421;871,0;1,57;155,5;202,9;312185;37997;31414;24427;9174;1748;16;0;0;1353;12201;24607;33778
DEBE3DDaqLMEHbvS;DEBE3D04YY50000Ono;52,52991;13,30602;385089,94;5821327,10;LOD2;1905;;Original;1022;health care;587,4;none;0,0;GMH;93,7;513,0;0,0;533,0;0,0;93,7;1926,1;false;1835,7;20,6;20,57;7;2,8;0;0;NO_ROOM;NOT_HEATED;1,0;0,374;587,4;1,74;155,5;182,1;198332;23959;19551;14556;4464;593;3;0;0;471;6873;15258;21244
DEBE3D04YY50000D8T;;52,52853;13,30687;385144,04;5821172,25;LOD2;1900;;Original;2523;industry;3,7;none;0,0;EFH;4,0;12,1;0,0;12,2;0,0;4,0;5,8;false;5,8;1,5;1,46;1;1,5;0;0;NO_ROOM;NO_ROOM;0,0;3,459;3,7;1,43;32,9;189,9;832;198;154;86;3;0;0;0;0;0;8;95;165
